"timestamp","temp_out","hum_out"
2023-11-29 00:00:00.000,-0.79167,83.60833
2023-11-29 00:01:00.000,-0.7861143333333334,83.59235783333332
2023-11-29 00:02:00.000,-0.7805586666666666,83.57638566666667
2023-11-29 00:03:00.000,-0.775003,83.5604135
2023-11-29 00:04:00.000,-0.7694473333333334,83.54444133333332
2023-11-29 00:05:00.000,-0.7638916666666666,83.52846916666667
2023-11-29 00:06:00.000,-0.758336,83.512497
2023-11-29 00:07:00.000,-0.7527803333333333,83.49652483333332
2023-11-29 00:08:00.000,-0.7472246666666666,83.48055266666667
2023-11-29 00:09:00.000,-0.741669,83.4645805
2023-11-29 00:10:00.000,-0.7361133333333333,83.44860833333333
2023-11-29 00:11:00.000,-0.7305576666666667,83.43263616666667
2023-11-29 00:12:00.000,-0.725002,83.416664
2023-11-29 00:13:00.000,-0.7194463333333333,83.40069183333333
2023-11-29 00:14:00.000,-0.7138906666666667,83.38471966666667
2023-11-29 00:15:00.000,-0.7083349999999999,83.3687475
2023-11-29 00:16:00.000,-0.7027793333333333,83.35277533333333
2023-11-29 00:17:00.000,-0.6972236666666667,83.33680316666667
2023-11-29 00:18:00.000,-0.691668,83.320831
2023-11-29 00:19:00.000,-0.6861123333333333,83.30485883333333
2023-11-29 00:20:00.000,-0.6805566666666667,83.28888666666667
2023-11-29 00:21:00.000,-0.675001,83.2729145
2023-11-29 00:22:00.000,-0.6694453333333333,83.25694233333333
2023-11-29 00:23:00.000,-0.6638896666666667,83.24097016666667
2023-11-29 00:24:00.000,-0.658334,83.224998
2023-11-29 00:25:00.000,-0.6527783333333333,83.20902583333333
2023-11-29 00:26:00.000,-0.6472226666666667,83.19305366666667
2023-11-29 00:27:00.000,-0.641667,83.1770815
2023-11-29 00:28:00.000,-0.6361113333333334,83.16110933333333
2023-11-29 00:29:00.000,-0.6305556666666666,83.14513716666667
2023-11-29 00:30:00.000,-0.625,83.129165
2023-11-29 00:31:00.000,-0.6194443333333333,83.11319283333333
2023-11-29 00:32:00.000,-0.6138886666666666,83.09722066666667
2023-11-29 00:33:00.000,-0.608333,83.0812485
2023-11-29 00:34:00.000,-0.6027773333333333,83.06527633333333
2023-11-29 00:35:00.000,-0.5972216666666667,83.04930416666667
2023-11-29 00:36:00.000,-0.591666,83.033332
2023-11-29 00:37:00.000,-0.5861103333333333,83.01735983333333
2023-11-29 00:38:00.000,-0.5805546666666667,83.00138766666667
2023-11-29 00:39:00.000,-0.574999,82.9854155
2023-11-29 00:40:00.000,-0.5694433333333333,82.96944333333333
2023-11-29 00:41:00.000,-0.5638876666666667,82.95347116666667
2023-11-29 00:42:00.000,-0.558332,82.937499
2023-11-29 00:43:00.000,-0.5527763333333333,82.92152683333333
2023-11-29 00:44:00.000,-0.5472206666666667,82.90555466666667
2023-11-29 00:45:00.000,-0.5416650000000001,82.8895825
2023-11-29 00:46:00.000,-0.5361093333333333,82.87361033333333
2023-11-29 00:47:00.000,-0.5305536666666666,82.85763816666667
2023-11-29 00:48:00.000,-0.5249980000000001,82.841666
2023-11-29 00:49:00.000,-0.5194423333333333,82.82569383333333
2023-11-29 00:50:00.000,-0.5138866666666666,82.80972166666668
2023-11-29 00:51:00.000,-0.5083310000000001,82.7937495
2023-11-29 00:52:00.000,-0.5027753333333334,82.77777733333333
2023-11-29 00:53:00.000,-0.49721966666666667,82.76180516666668
2023-11-29 00:54:00.000,-0.491664,82.745833
2023-11-29 00:55:00.000,-0.48610833333333336,82.72986083333333
2023-11-29 00:56:00.000,-0.4805526666666667,82.71388866666668
2023-11-29 00:57:00.000,-0.474997,82.6979165
2023-11-29 00:58:00.000,-0.4694413333333333,82.68194433333333
2023-11-29 00:59:00.000,-0.4638856666666667,82.66597216666668
2023-11-29 01:00:00.000,-0.45833,82.65
2023-11-29 01:01:00.000,-0.4531911666666667,82.68763883333334
2023-11-29 01:02:00.000,-0.44805233333333333,82.72527766666667
2023-11-29 01:03:00.000,-0.4429135,82.7629165
2023-11-29 01:04:00.000,-0.4377746666666667,82.80055533333334
2023-11-29 01:05:00.000,-0.43263583333333333,82.83819416666667
2023-11-29 01:06:00.000,-0.427497,82.875833
2023-11-29 01:07:00.000,-0.4223581666666667,82.91347183333333
2023-11-29 01:08:00.000,-0.41721933333333333,82.95111066666668
2023-11-29 01:09:00.000,-0.4120805,82.98874950000001
2023-11-29 01:10:00.000,-0.4069416666666667,83.02638833333334
2023-11-29 01:11:00.000,-0.40180283333333333,83.06402716666668
2023-11-29 01:12:00.000,-0.396664,83.10166600000001
2023-11-29 01:13:00.000,-0.3915251666666667,83.13930483333334
2023-11-29 01:14:00.000,-0.3863863333333334,83.17694366666667
2023-11-29 01:15:00.000,-0.3812475,83.2145825
2023-11-29 01:16:00.000,-0.3761086666666667,83.25222133333334
2023-11-29 01:17:00.000,-0.37096983333333333,83.28986016666667
2023-11-29 01:18:00.000,-0.365831,83.327499
2023-11-29 01:19:00.000,-0.3606921666666667,83.36513783333334
2023-11-29 01:20:00.000,-0.3555533333333334,83.40277666666667
2023-11-29 01:21:00.000,-0.3504145,83.4404155
2023-11-29 01:22:00.000,-0.3452756666666667,83.47805433333333
2023-11-29 01:23:00.000,-0.34013683333333333,83.51569316666668
2023-11-29 01:24:00.000,-0.334998,83.55333200000001
2023-11-29 01:25:00.000,-0.3298591666666667,83.59097083333334
2023-11-29 01:26:00.000,-0.3247203333333334,83.62860966666668
2023-11-29 01:27:00.000,-0.3195815,83.66624850000001
2023-11-29 01:28:00.000,-0.3144426666666667,83.70388733333334
