num__age,num__w_st,num__a_st,num__HR,num__RH_in,num__T_in,num__CO_2,num__V_a,num__T_out,num__RH_out,num__clo,num__BMI
1.0,0.8362419316280181,0.8631183062560854,0.4256469971497271,0.4393580636674558,0.8128453038674033,0.4902211661487844,0.3497942386831276,0.49484493190708767,0.9884010261282756,0.42452830188679247,0.20239991512687106
0.9782608695652173,0.5880428719419872,0.4913040988144557,0.20889116824797205,0.44146277295448566,0.29972375690607733,0.5430451471394625,0.2551440329218107,0.42320775157179563,0.3492035538314542,0.6415094339622641,0.8063197159004315
0.3043478260869565,0.5178101840784124,0.4342414234168879,0.3305003783875061,0.44093659563272813,0.14571823204419898,0.34381283129226825,0.1522633744855967,0.38208574565308795,0.3240689741854701,0.24528301886792458,0.23894328973806067
0.19565217391304351,0.6814088772013709,0.34107787174738924,0.4206754131555056,0.5624835569586949,0.21892265193370153,0.4203984646316944,0.6090534979423868,0.10505986818816722,0.5023912076203509,1.0,0.16026802986004696
0.08695652173913043,0.2868754482428879,0.38651419407800525,0.025543751197173115,0.4835569586950802,0.09185082872928163,0.45494425150795104,0.16872427983539096,0.022365578114911328,0.34244758877346637,0.26415094339622647,0.2117647954481735
0.19565217391304351,0.4010678141684596,0.23693705732994763,0.2309039396081033,0.15943172849250198,0.27348066298342544,0.766953025041126,0.34156378600823045,0.1440906674368402,0.5200085168947379,0.6792452830188679,0.28213597592146933
0.3043478260869565,0.40274125428320984,0.5985758194765278,0.2241104335097991,0.5711654827676927,0.16850828729281786,0.4564065070371047,0.3045267489711934,0.955546415575209,0.2305410031388111,1.0,0.3431401013235088
0.06521739130434784,0.46609291577018075,0.3388824191978008,0.23634521449255408,0.2059984214680347,0.20511049723756902,0.4405044781575579,0.30864197530864196,0.9621556312196918,0.2215612887917553,0.37735849056603765,0.2555169305154511
0.3043478260869565,0.4999163279942622,0.4675836658330308,0.33234628125203625,0.2662457248092607,0.2403314917127073,0.19374885761286775,0.17695473251028804,0.7991337031602137,0.6121467668239853,0.0,0.23894328973806067
0.13043478260869562,0.43660052593832166,0.4793913823714706,0.4403657094071033,0.3046566692975533,0.36464088397790073,0.32206178029610666,0.1810699588477366,0.9967748298657931,0.7082084155863195,0.839622641509434,0.6200931875041674
0.10869565217391303,0.33070364172444,0.5653242587961285,0.3040542021658591,0.4185740594580373,0.2520718232044199,0.36172546152440155,0.3950617283950617,0.9395794402802451,0.36573918467502375,0.2547169811320755,0.39596499020752696
0.9782608695652173,0.4427444417881903,0.5627517611347628,0.39057721294147785,0.4727703235990529,0.2658839779005526,0.4732224456223727,0.3744855967078189,0.37442806056180367,0.7280621201532083,0.5566037735849056,0.7789868441749933
