"user_id","started","lastdata","therm_sens","therm_comfort","therm_pref","therm_accep","met","air_velocity","air_quality","humidity","overall_comfort","tiredness"
FB986112,2023-12-04 11:29:13.000,2023-12-04 11:31:30.000,4.0,4,3,1,1.0,4,5,4,4.0,4
MG451892,2023-12-04 11:31:47.000,2023-12-04 11:32:26.000,4.0,5,2,1,1.0,4,4,4,5.0,4
FA369774,2023-12-04 11:31:48.000,2023-12-04 11:33:22.000,2.0,2,3,2,1.0,6,6,6,2.0,4
FB986112,2023-12-04 11:39:08.000,2023-12-04 11:40:58.000,3.0,3,3,1,1.0,4,4,4,3.0,4
MD189828,2023-12-04 11:39:09.000,2023-12-04 11:40:26.000,3.0,4,3,1,1.0,4,5,3,3.0,3
MG451892,2023-12-04 11:41:44.000,2023-12-04 11:42:21.000,3.0,4,3,1,1.0,3,4,4,5.0,4
FA369774,2023-12-04 11:41:51.000,2023-12-04 11:43:10.000,3.0,3,3,2,1.0,6,6,5,3.0,4
MD189828,2023-12-04 11:49:07.000,2023-12-04 11:50:27.000,4.0,4,2,1,1.0,3,5,3,4.0,3
FB986112,2023-12-04 11:49:10.000,2023-12-04 11:51:06.000,4.0,4,3,1,1.0,4,4,4,4.0,4
MG451892,2023-12-04 11:51:43.000,2023-12-04 11:52:38.000,3.0,5,2,1,1.0,3,4,4,5.0,4
FA369774,2023-12-04 11:51:47.000,2023-12-04 11:53:19.000,3.0,3,3,1,1.0,5,5,4,3.0,4
MD189828,2023-12-04 11:59:08.000,2023-12-04 12:00:34.000,4.0,4,3,1,1.0,2,5,3,3.0,3
FB986112,2023-12-04 11:59:08.000,2023-12-04 12:01:09.000,4.0,4,3,1,1.0,3,4,4,4.0,4
MG451892,2023-12-04 12:01:46.000,2023-12-04 12:02:40.000,3.0,4,3,1,1.0,3,4,4,5.0,4
FA369774,2023-12-04 12:01:46.000,2023-12-04 12:03:24.000,3.0,4,3,1,1.0,4,4,4,4.0,4
FB986112,2023-12-04 12:09:07.000,2023-12-04 12:11:21.000,5.0,3,2,1,1.0,4,4,4,4.0,4
MD189828,2023-12-04 12:09:07.000,2023-12-04 12:10:17.000,3.0,3,3,1,1.0,5,5,4,3.0,3
MG451892,2023-12-04 12:11:44.000,2023-12-04 12:12:14.000,3.0,4,3,1,1.0,3,4,4,4.0,4
FA369774,2023-12-04 12:11:55.000,2023-12-04 12:13:40.000,3.0,4,3,1,1.0,5,5,3,4.0,4
FB986112,2023-12-04 12:19:04.000,2023-12-04 12:20:45.000,4.0,3,3,1,1.0,5,5,4,3.0,4
MD189828,2023-12-04 12:19:11.000,2023-12-04 12:20:05.000,3.0,3,3,1,1.0,3,3,2,3.0,3
FA369774,2023-12-04 12:21:43.000,2023-12-04 12:22:54.000,3.0,4,3,1,1.0,5,5,5,3.0,4
MG451892,2023-12-04 12:22:00.000,2023-12-04 12:22:27.000,3.0,4,3,1,1.0,5,4,4,4.0,4
MD189828,2023-12-04 12:33:04.000,2023-12-04 12:35:03.000,2.0,2,3,1,1.2,5,3,2,2.0,3
FB986112,2023-12-04 12:34:06.000,2023-12-04 12:35:42.000,3.0,3,3,1,1.0,5,3,3,3.0,3
MG451892,2023-12-04 12:36:51.000,2023-12-04 12:37:31.000,3.0,4,3,1,1.0,3,4,4,4.0,4
FA369774,2023-12-04 12:36:54.000,2023-12-04 12:38:14.000,3.0,3,3,1,1.0,4,4,5,4.0,4
MD189828,2023-12-04 12:44:07.000,2023-12-04 12:45:26.000,2.0,2,3,1,1.0,5,6,5,2.0,3
FB986112,2023-12-04 12:44:11.000,2023-12-04 12:45:44.000,3.0,3,3,1,1.0,3,3,3,3.0,4
MG451892,2023-12-04 12:46:44.000,2023-12-04 12:47:23.000,4.0,5,3,1,1.0,3,4,4,5.0,4
FA369774,2023-12-04 12:46:45.000,2023-12-04 12:48:02.000,3.0,4,3,1,1.0,4,4,4,4.0,4
FB986112,2023-12-04 12:54:08.000,2023-12-04 12:55:56.000,4.0,4,3,1,1.0,3,3,3,4.0,4
MD189828,2023-12-04 12:54:08.000,2023-12-04 12:54:54.000,2.0,2,3,1,1.0,5,5,3,2.0,3
FA369774,2023-12-04 12:56:45.000,2023-12-04 12:58:13.000,4.0,4,2,1,1.0,5,5,4,4.0,4
MG451892,2023-12-04 12:56:46.000,2023-12-04 12:57:22.000,3.0,4,3,1,1.0,3,4,4,5.0,4
MD189828,2023-12-04 13:04:07.000,2023-12-04 13:04:55.000,2.0,3,3,1,1.0,5,5,3,2.0,3
FB986112,2023-12-04 13:04:08.000,2023-12-04 13:06:12.000,4.0,3,3,1,1.0,4,3,3,3.0,4
FA369774,2023-12-04 13:06:43.000,2023-12-04 13:08:11.000,3.0,3,3,2,1.0,6,6,5,3.0,3
MG451892,2023-12-04 13:06:45.000,2023-12-04 13:07:39.000,4.0,4,3,1,1.0,5,4,4,5.0,4
FB986112,2023-12-04 13:14:10.000,2023-12-04 13:16:08.000,4.0,4,3,1,1.0,5,3,5,3.0,4
MD189828,2023-12-04 13:14:10.000,2023-12-04 13:15:13.000,2.0,2,3,1,1.7,5,5,3,2.0,3
MG451892,2023-12-04 13:16:45.000,2023-12-04 13:17:22.000,3.0,4,3,1,1.0,4,4,4,4.0,4
FA369774,2023-12-04 13:16:46.000,2023-12-04 13:18:14.000,3.0,3,3,1,1.0,5,5,5,3.0,3
FB986112,2023-12-04 13:24:09.000,2023-12-04 13:25:20.000,3.0,3,3,1,1.0,5,5,3,3.0,3
MD189828,2023-12-04 13:24:09.000,2023-12-04 13:24:56.000,2.0,2,3,1,1.0,6,6,3,2.0,3
MG451892,2023-12-04 13:26:47.000,2023-12-04 13:27:33.000,3.0,4,3,1,1.0,3,4,4,4.0,4
FA369774,2023-12-04 13:26:51.000,2023-12-04 13:28:14.000,3.0,4,3,1,1.0,5,5,5,4.0,3
MD189828,2023-12-04 13:34:11.000,2023-12-04 13:35:04.000,2.0,2,3,1,1.0,5,5,3,2.0,3
FB986112,2023-12-04 13:34:18.000,2023-12-04 13:35:28.000,3.0,3,3,1,1.0,5,5,5,3.0,4
FA369774,2023-12-04 13:36:44.000,2023-12-04 13:38:05.000,3.0,4,3,1,1.0,5,6,5,4.0,3
MG451892,2023-12-04 13:36:46.000,2023-12-04 13:37:12.000,4.0,5,3,1,1.0,3,4,4,5.0,4
FB986112,2023-12-04 13:44:09.000,2023-12-04 13:45:36.000,4.0,3,3,1,1.0,3,3,3,3.0,4
MD189828,2023-12-04 13:44:14.000,2023-12-04 13:45:01.000,3.0,3,3,1,1.0,5,5,3,3.0,3
MG451892,2023-12-04 13:46:45.000,2023-12-04 13:47:13.000,4.0,5,2,1,1.0,4,4,4,5.0,4
FA369774,2023-12-04 13:46:46.000,2023-12-04 13:48:18.000,4.0,5,2,1,1.0,5,4,4,5.0,3
FB986112,2023-12-04 13:54:08.000,2023-12-04 13:56:31.000,4.0,3,3,1,1.0,5,5,5,3.0,4
MD189828,2023-12-04 13:54:25.000,2023-12-04 13:55:52.000,3.0,3,3,1,1.0,3,5,4,3.0,3
FA369774,2023-12-04 13:56:45.000,2023-12-04 13:58:03.000,3.0,4,3,1,1.0,6,5,5,4.0,3
MG451892,2023-12-04 13:56:47.000,2023-12-04 13:57:31.000,5.0,5,2,1,1.0,3,3,4,5.0,4
MD189828,2023-12-04 14:04:11.000,2023-12-04 14:05:04.000,3.0,3,3,1,1.0,5,5,2,3.0,3
FB986112,2023-12-04 14:04:11.000,2023-12-04 14:05:51.000,4.0,4,3,1,1.0,5,5,3,4.0,4
MG451892,2023-12-04 14:06:47.000,2023-12-04 14:07:24.000,4.0,5,2,1,1.0,3,4,4,5.0,4
FA369774,2023-12-04 14:06:52.000,2023-12-04 14:08:31.000,3.0,4,3,1,1.0,6,4,5,4.0,3
MD189828,2023-12-04 14:14:09.000,2023-12-04 14:15:06.000,2.0,3,3,1,1.0,5,5,3,3.0,3
FB986112,2023-12-04 14:14:16.000,2023-12-04 14:15:45.000,3.0,3,3,1,1.0,5,5,3,3.0,4
FA369774,2023-12-04 14:16:53.000,2023-12-04 14:18:02.000,3.0,4,3,1,1.0,5,4,5,4.0,3
MG451892,2023-12-04 14:16:54.000,2023-12-04 14:17:37.000,4.0,5,3,1,1.0,3,3,4,5.0,4
MD189828,2023-12-04 14:39:05.000,2023-12-04 14:41:22.000,4.0,4,3,1,1.7,4,5,4,4.0,3
FB986112,2023-12-04 14:40:08.000,2023-12-04 14:42:59.000,5.0,4,2,1,1.6,3,3,4,4.0,4
FA369774,2023-12-04 14:41:52.000,2023-12-04 14:43:15.000,6.0,3,1,2,1.0,4,3,2,3.0,3
MG451892,2023-12-04 14:41:54.000,2023-12-04 14:43:04.000,6.0,5,2,1,1.2,2,2,5,5.0,4
FB986112,2023-12-04 14:49:07.000,2023-12-04 14:51:01.000,4.0,4,3,1,1.0,4,3,4,4.0,4
MD189828,2023-12-04 14:49:09.000,2023-12-04 14:51:13.000,5.0,4,3,1,1.0,4,4,4,4.0,3
FA369774,2023-12-04 14:51:50.000,2023-12-04 14:53:26.000,5.0,4,1,1,1.0,4,3,3,4.0,3
MG451892,2023-12-04 14:51:53.000,2023-12-04 14:52:29.000,5.0,5,2,1,1.0,2,3,4,5.0,4
FB986112,2023-12-04 14:59:07.000,2023-12-04 15:00:57.000,4.0,4,3,1,1.0,3,3,4,4.0,4
MD189828,2023-12-04 14:59:12.000,2023-12-04 15:00:22.000,5.0,4,2,1,1.0,4,4,4,4.0,3
MG451892,2023-12-04 15:01:49.000,2023-12-04 15:02:28.000,5.0,5,2,1,1.0,3,3,4,5.0,4
FA369774,2023-12-04 15:01:53.000,2023-12-04 15:03:15.000,4.0,5,2,1,1.0,4,3,4,5.0,3
MD189828,2023-12-04 15:09:07.000,2023-12-04 15:10:18.000,5.0,4,2,1,1.0,5,4,3,4.0,3
FB986112,2023-12-04 15:09:13.000,2023-12-04 15:10:40.000,4.0,4,3,1,1.0,3,3,3,4.0,3
MG451892,2023-12-04 15:11:45.000,2023-12-04 15:12:20.000,5.0,6,2,1,1.0,3,3,4,6.0,4
FA369774,2023-12-04 15:11:51.000,2023-12-04 15:13:29.000,4.0,4,2,1,1.0,6,4,4,5.0,2
MD189828,2023-12-04 15:19:12.000,2023-12-04 15:20:04.000,5.0,4,2,1,1.0,4,4,4,4.0,3
FB986112,2023-12-04 15:19:14.000,2023-12-04 15:20:52.000,4.0,4,3,1,1.0,5,3,3,4.0,2
MG451892,2023-12-04 15:21:44.000,2023-12-04 15:22:12.000,5.0,6,2,1,1.0,4,4,4,6.0,4
FA369774,2023-12-04 15:21:45.000,2023-12-04 15:23:06.000,4.0,5,2,1,1.0,4,4,4,5.0,3
FB986112,2023-12-04 15:29:09.000,2023-12-04 15:30:38.000,4.0,4,3,1,1.0,3,3,5,3.0,3
MD189828,2023-12-04 15:29:12.000,2023-12-04 15:30:15.000,4.0,4,2,1,1.0,5,3,3,4.0,3
MG451892,2023-12-04 15:31:44.000,2023-12-04 15:32:37.000,6.0,5,2,1,1.0,2,2,3,5.0,4
FB986112,2023-12-04 15:31:57.000,2023-12-04 15:40:34.000,4.0,3,3,1,1.0,3,3,4,3.0,4
FA369774,2023-12-04 15:31:59.000,2023-12-04 15:33:29.000,4.0,5,2,1,1.0,4,3,3,5.0,3
MD189828,2023-12-04 15:39:20.000,2023-12-04 15:40:16.000,5.0,4,2,1,1.0,4,3,3,4.0,3
FA369774,2023-12-04 15:41:43.000,2023-12-04 15:42:59.000,4.0,5,2,1,1.0,4,4,4,5.0,3
MG451892,2023-12-04 15:41:48.000,2023-12-04 15:42:16.000,6.0,6,2,1,1.0,2,3,3,5.0,4
FB986112,2023-12-04 15:49:09.000,2023-12-04 15:50:58.000,5.0,4,2,1,1.0,4,3,3,4.0,3
MD189828,2023-12-04 15:49:21.000,2023-12-04 15:50:35.000,5.0,5,2,1,1.0,6,2,2,3.0,3
MG451892,2023-12-04 15:51:49.000,2023-12-04 15:52:57.000,6.0,6,2,1,1.0,2,2,3,5.0,4
FA369774,2023-12-04 15:52:18.000,2023-12-04 15:53:39.000,5.0,4,1,1,1.0,4,3,3,4.0,3
MD189828,2023-12-04 15:59:09.000,2023-12-04 16:00:16.000,4.0,4,2,1,1.0,3,3,3,4.0,3
FB986112,2023-12-04 15:59:13.000,2023-12-04 16:00:23.000,4.0,4,2,1,1.0,4,3,4,4.0,4
MG451892,2023-12-04 16:01:44.000,2023-12-04 16:02:19.000,6.0,5,2,1,1.0,2,2,3,5.0,4
FA369774,2023-12-04 16:01:50.000,2023-12-04 16:03:12.000,5.0,4,1,1,1.0,4,3,3,4.0,3
FB986112,2023-12-04 16:09:09.000,2023-12-04 16:10:16.000,5.0,5,2,1,1.0,4,4,4,5.0,4
MD189828,2023-12-04 16:09:11.000,2023-12-04 16:10:16.000,5.0,4,2,1,1.0,3,3,3,4.0,3
FA369774,2023-12-04 16:11:46.000,2023-12-04 16:13:46.000,5.0,4,1,1,1.0,5,3,3,4.0,3
MG451892,2023-12-04 16:11:49.000,2023-12-04 16:12:18.000,6.0,5,2,1,1.0,2,3,3,5.0,4
MD189828,2023-12-04 16:19:08.000,2023-12-04 16:20:00.000,4.0,4,2,1,1.0,5,3,3,4.0,3
FB986112,2023-12-04 16:19:18.000,2023-12-04 16:20:36.000,5.0,4,2,1,1.0,4,4,4,5.0,4
FA369774,2023-12-04 16:21:43.000,2023-12-04 16:23:02.000,4.0,5,2,1,1.0,4,4,3,5.0,3
MG451892,2023-12-04 16:21:44.000,2023-12-04 16:22:15.000,5.0,6,2,1,1.0,5,4,4,6.0,4
FN545893,2023-12-05 10:36:48.000,2023-12-05 10:44:35.000,2.0,5,2,1,1.2,5,7,4,5.0,4
MG451892,2023-12-05 10:39:20.000,2023-12-05 10:59:44.000,6.0,3,1,1,1.0,2,2,3,2.0,4
FA369774,2023-12-05 10:59:18.000,2023-12-05 11:01:21.000,6.0,2,1,2,1.0,4,4,3,3.0,4
FH276183,2023-12-05 11:01:44.000,2023-12-05 11:02:32.000,3.0,3,3,2,1.0,5,5,3,3.0,3
FN545893,2023-12-05 11:01:47.000,2023-12-05 11:02:41.000,2.0,5,3,1,1.0,4,7,4,5.0,4
FA369774,2023-12-05 11:09:05.000,2023-12-05 11:11:31.000,7.0,2,1,2,1.0,4,4,2,2.0,3
MG451892,2023-12-05 11:09:07.000,2023-12-05 11:09:48.000,6.0,2,1,2,1.0,2,2,3,2.0,4
FH276183,2023-12-05 11:11:44.000,2023-12-05 11:12:24.000,3.0,3,3,2,1.0,4,5,3,3.0,3
FN545893,2023-12-05 11:11:45.000,2023-12-05 11:12:42.000,3.0,5,3,1,1.0,4,4,4,5.0,4
MG451892,2023-12-05 11:19:07.000,2023-12-05 11:20:02.000,5.0,2,1,1,1.0,5,5,4,3.0,4
FA369774,2023-12-05 11:19:14.000,2023-12-05 11:20:56.000,6.0,2,1,1,1.0,5,4,3,3.0,3
FH276183,2023-12-05 11:21:43.000,2023-12-05 11:22:29.000,3.0,3,3,2,1.0,4,5,3,3.0,3
FN545893,2023-12-05 11:21:45.000,2023-12-05 11:22:56.000,3.0,5,3,1,1.0,5,6,4,5.0,4
FA369774,2023-12-05 11:29:04.000,2023-12-05 11:30:58.000,4.0,4,2,1,1.0,6,6,4,5.0,3
MG451892,2023-12-05 11:29:05.000,2023-12-05 11:29:55.000,5.0,4,2,1,1.0,5,4,4,4.0,4
FN545893,2023-12-05 11:31:46.000,2023-12-05 11:32:30.000,3.0,5,3,1,1.2,6,5,4,5.0,4
FH276183,2023-12-05 11:32:50.000,2023-12-05 11:33:46.000,3.0,3,3,2,1.0,4,4,3,3.0,3
MG451892,2023-12-05 11:39:07.000,2023-12-05 11:40:09.000,5.0,5,2,1,1.0,4,4,4,5.0,4
FA369774,2023-12-05 11:39:10.000,2023-12-05 11:40:37.000,7.0,2,1,2,1.0,4,3,3,2.0,3
FH276183,2023-12-05 11:41:43.000,2023-12-05 11:42:20.000,3.0,3,3,2,1.0,4,4,3,3.0,3
FN545893,2023-12-05 11:41:46.000,2023-12-05 11:42:55.000,3.0,4,3,1,1.0,5,5,4,5.0,4
FA369774,2023-12-05 11:49:04.000,2023-12-05 11:51:02.000,5.0,3,1,1,1.0,4,4,3,3.0,3
MG451892,2023-12-05 11:49:04.000,2023-12-05 11:49:36.000,5.0,5,2,1,1.0,4,4,4,5.0,4
FH276183,2023-12-05 11:51:42.000,2023-12-05 11:52:22.000,4.0,3,3,1,1.0,4,4,3,3.0,3
FN545893,2023-12-05 11:51:46.000,2023-12-05 11:52:31.000,4.0,6,2,1,1.0,4,4,4,5.0,4
MG451892,2023-12-05 11:59:05.000,2023-12-05 11:59:36.000,5.0,6,2,1,1.0,4,4,4,6.0,4
FA369774,2023-12-05 11:59:06.000,2023-12-05 12:00:51.000,6.0,3,1,2,1.0,5,3,2,3.0,2
FN545893,2023-12-05 12:01:45.000,2023-12-05 12:02:31.000,4.0,6,2,1,1.0,5,4,4,5.0,4
FH276183,2023-12-05 12:01:46.000,2023-12-05 12:02:29.000,4.0,3,3,2,1.0,4,4,4,3.0,3
FA369774,2023-12-05 12:09:04.000,2023-12-05 12:11:11.000,4.0,4,2,1,1.0,4,4,4,5.0,3
MG451892,2023-12-05 12:09:06.000,2023-12-05 12:09:31.000,5.0,6,2,1,1.0,4,4,4,6.0,4
FH276183,2023-12-05 12:11:43.000,2023-12-05 12:12:18.000,4.0,3,3,2,1.0,4,4,4,3.0,4
FN545893,2023-12-05 12:11:46.000,2023-12-05 12:12:36.000,4.0,6,2,1,1.0,5,5,4,5.0,3
MG451892,2023-12-05 12:19:07.000,2023-12-05 12:19:40.000,5.0,6,2,1,1.0,3,3,3,5.0,4
FA369774,2023-12-05 12:19:10.000,2023-12-05 12:20:50.000,5.0,3,1,2,1.0,4,3,3,3.0,3
FH276183,2023-12-05 12:21:44.000,2023-12-05 12:22:26.000,4.0,3,3,2,1.0,4,5,4,3.0,4
FN545893,2023-12-05 12:21:48.000,2023-12-05 12:22:38.000,2.0,4,3,1,1.0,6,5,4,5.0,4
MG451892,2023-12-05 12:34:05.000,2023-12-05 12:34:53.000,5.0,6,2,1,1.0,3,3,4,5.0,4
FA369774,2023-12-05 12:34:07.000,2023-12-05 12:35:53.000,6.0,2,1,2,1.0,4,3,2,2.0,3
FN545893,2023-12-05 12:36:46.000,2023-12-05 12:37:31.000,2.0,3,3,1,1.0,5,5,4,5.0,4
FH276183,2023-12-05 12:36:47.000,2023-12-05 12:37:22.000,3.0,3,3,2,1.0,4,4,4,3.0,3
MG451892,2023-12-05 12:44:05.000,2023-12-05 12:44:36.000,5.0,6,2,1,1.0,4,4,4,6.0,4
FA369774,2023-12-05 12:44:13.000,2023-12-05 12:45:55.000,6.0,2,1,2,1.0,4,2,2,2.0,3
FH276183,2023-12-05 12:46:45.000,2023-12-05 12:47:20.000,2.0,2,3,2,1.0,4,5,3,2.0,3
FN545893,2023-12-05 12:46:46.000,2023-12-05 12:47:42.000,4.0,5,3,1,1.0,5,5,4,5.0,4
MG451892,2023-12-05 12:54:07.000,2023-12-05 12:54:29.000,5.0,6,2,1,1.0,3,3,4,5.0,4
FA369774,2023-12-05 12:54:12.000,2023-12-05 12:55:33.000,6.0,2,1,2,1.0,4,2,2,2.0,3
FH276183,2023-12-05 12:56:43.000,2023-12-05 12:57:24.000,3.0,3,3,2,1.0,5,4,3,3.0,3
FN545893,2023-12-05 12:56:47.000,2023-12-05 12:57:32.000,3.0,5,3,1,1.0,5,5,4,5.0,4
MG451892,2023-12-05 13:04:04.000,2023-12-05 13:04:42.000,5.0,6,2,1,1.0,3,3,4,5.0,4
FA369774,2023-12-05 13:04:05.000,2023-12-05 13:05:46.000,6.0,2,1,2,1.0,5,3,3,3.0,2
FH276183,2023-12-05 13:06:45.000,2023-12-05 13:07:32.000,3.0,3,3,2,1.0,3,4,4,3.0,3
FN545893,2023-12-05 13:06:46.000,2023-12-05 13:07:28.000,4.0,6,2,1,1.0,4,4,4,5.0,4
MG451892,2023-12-05 13:14:05.000,2023-12-05 13:14:31.000,5.0,6,2,1,1.0,3,3,4,5.0,4
FA369774,2023-12-05 13:14:08.000,2023-12-05 13:15:45.000,6.0,2,1,2,1.0,4,2,2,2.0,2
FH276183,2023-12-05 13:16:46.000,2023-12-05 13:17:40.000,4.0,3,3,1,1.6,3,4,3,3.0,3
FN545893,2023-12-05 13:16:47.000,2023-12-05 13:17:32.000,4.0,6,2,1,1.0,4,4,4,5.0,4
MG451892,2023-12-05 13:24:07.000,2023-12-05 13:24:34.000,5.0,6,2,1,1.0,3,3,4,6.0,4
FA369774,2023-12-05 13:24:12.000,2023-12-05 13:26:25.000,5.0,3,1,1,1.0,4,3,3,4.0,3
FH276183,2023-12-05 13:26:45.000,2023-12-05 13:27:20.000,4.0,3,3,1,1.6,3,4,4,3.0,3
FN545893,2023-12-05 13:26:46.000,2023-12-05 13:27:31.000,4.0,5,2,1,1.2,4,4,4,6.0,4
FA369774,2023-12-05 13:34:05.000,2023-12-05 13:35:24.000,6.0,2,1,2,1.0,4,2,2,2.0,2
MG451892,2023-12-05 13:34:06.000,2023-12-05 13:34:51.000,5.0,6,2,1,1.0,3,3,3,5.0,4
FH276183,2023-12-05 13:36:43.000,2023-12-05 13:37:24.000,4.0,4,3,1,1.6,4,4,4,4.0,3
FN545893,2023-12-05 13:36:47.000,2023-12-05 13:37:29.000,4.0,6,2,1,1.2,4,4,4,6.0,4
FA369774,2023-12-05 13:44:05.000,2023-12-05 13:45:32.000,6.0,2,1,2,1.0,4,2,3,2.0,2
MG451892,2023-12-05 13:44:08.000,2023-12-05 13:44:52.000,5.0,5,2,1,1.0,3,2,3,5.0,4
FH276183,2023-12-05 13:46:44.000,2023-12-05 13:47:27.000,5.0,4,2,1,1.6,4,3,4,4.0,3
FN545893,2023-12-05 13:46:46.000,2023-12-05 13:47:33.000,4.0,6,2,1,1.2,4,4,4,6.0,4
MG451892,2023-12-05 13:54:06.000,2023-12-05 13:54:42.000,6.0,5,1,1,1.0,2,2,3,4.0,4
FA369774,2023-12-05 13:54:14.000,2023-12-05 13:55:47.000,7.0,2,1,2,1.0,4,2,2,2.0,2
FH276183,2023-12-05 13:56:43.000,2023-12-05 13:57:23.000,5.0,5,2,1,1.6,4,4,4,5.0,3
FN545893,2023-12-05 13:56:48.000,2023-12-05 13:57:34.000,5.0,5,1,1,1.0,3,4,4,6.0,4
MG451892,2023-12-05 14:04:06.000,2023-12-05 14:04:52.000,6.0,4,1,1,1.0,2,2,3,4.0,4
FA369774,2023-12-05 14:04:24.000,2023-12-05 14:06:00.000,7.0,1,1,2,1.0,3,2,2,2.0,2
FN545893,2023-12-05 14:06:48.000,2023-12-05 14:07:31.000,1.0,2,3,2,1.0,3,6,4,2.0,4
FH276183,2023-12-05 14:06:51.000,2023-12-05 14:07:30.000,4.0,4,2,1,1.6,4,4,4,4.0,3
MG451892,2023-12-05 14:14:07.000,2023-12-05 14:14:47.000,6.0,4,1,1,1.0,2,2,3,4.0,4
FA369774,2023-12-05 14:14:15.000,2023-12-05 14:15:22.000,6.0,2,1,2,1.0,5,3,2,2.0,2
FH276183,2023-12-05 14:16:43.000,2023-12-05 14:17:24.000,4.0,3,3,1,1.6,5,5,4,3.0,3
FN545893,2023-12-05 14:16:48.000,2023-12-05 14:17:24.000,1.0,2,3,2,1.0,5,7,4,2.0,4
MG451892,2023-12-05 14:39:28.000,2023-12-05 14:40:00.000,6.0,3,1,2,1.0,2,2,2,2.0,4
FA369774,2023-12-05 14:39:29.000,2023-12-05 14:41:00.000,6.0,2,1,2,1.0,3,3,2,2.0,4
FH276183,2023-12-05 14:41:44.000,2023-12-05 14:42:27.000,4.0,5,2,1,1.6,4,4,4,5.0,3
FN545893,2023-12-05 14:41:50.000,2023-12-05 14:42:37.000,5.0,5,1,1,1.0,4,3,3,5.0,4
MG451892,2023-12-05 14:49:05.000,2023-12-05 14:50:43.000,6.0,3,1,2,1.0,2,2,2,3.0,4
FA369774,2023-12-05 14:49:06.000,2023-12-05 14:51:27.000,6.0,3,1,2,1.0,4,3,2,2.0,4
FH276183,2023-12-05 14:51:50.000,2023-12-05 14:52:41.000,4.0,5,2,1,1.6,4,4,4,5.0,3
FN545893,2023-12-05 14:51:54.000,2023-12-05 14:52:50.000,5.0,4,1,1,1.0,4,3,3,5.0,4
FA369774,2023-12-05 14:59:05.000,2023-12-05 15:00:21.000,5.0,3,1,1,1.0,5,3,2,3.0,4
MG451892,2023-12-05 14:59:06.000,2023-12-05 14:59:49.000,6.0,3,1,2,1.0,1,1,2,2.0,4
FH276183,2023-12-05 15:01:44.000,2023-12-05 15:02:20.000,4.0,5,2,1,1.6,4,3,4,5.0,3
FN545893,2023-12-05 15:01:47.000,2023-12-05 15:02:38.000,5.0,4,1,1,1.2,4,3,3,5.0,4
MG451892,2023-12-05 15:09:04.000,2023-12-05 15:09:41.000,6.0,3,1,1,1.0,2,2,3,3.0,4
FA369774,2023-12-05 15:09:25.000,2023-12-05 15:10:39.000,6.0,3,1,2,1.0,4,3,2,3.0,4
FH276183,2023-12-05 15:11:45.000,2023-12-05 15:12:26.000,4.0,5,2,1,1.0,4,3,4,5.0,3
FN545893,2023-12-05 15:11:47.000,2023-12-05 15:12:26.000,5.0,5,2,1,1.2,4,4,4,5.0,4
MG451892,2023-12-05 15:19:05.000,2023-12-05 15:19:55.000,5.0,5,1,1,1.0,2,2,3,4.0,4
FA369774,2023-12-05 15:19:06.000,2023-12-05 15:20:39.000,6.0,3,1,1,1.0,4,3,3,3.0,4
FH276183,2023-12-05 15:21:43.000,2023-12-05 15:22:16.000,4.0,5,2,1,1.0,4,3,4,6.0,3
FN545893,2023-12-05 15:21:47.000,2023-12-05 15:22:54.000,4.0,6,2,1,1.0,4,5,4,5.0,4
MG451892,2023-12-05 15:29:06.000,2023-12-05 15:29:53.000,5.0,5,2,1,1.0,3,2,3,5.0,4
FA369774,2023-12-05 15:29:12.000,2023-12-05 15:30:40.000,6.0,3,1,2,1.0,4,3,2,3.0,4
FH276183,2023-12-05 15:31:43.000,2023-12-05 15:32:19.000,4.0,4,3,1,1.0,4,5,4,4.0,3
FN545893,2023-12-05 15:31:46.000,2023-12-05 15:32:28.000,1.0,2,3,2,1.0,4,7,4,2.0,4
MG451892,2023-12-05 15:39:06.000,2023-12-05 15:39:29.000,6.0,4,1,2,1.0,2,2,3,3.0,4
FA369774,2023-12-05 15:39:19.000,2023-12-05 15:40:44.000,6.0,2,1,2,1.0,3,2,2,2.0,3
FH276183,2023-12-05 15:41:44.000,2023-12-05 15:42:17.000,4.0,4,2,1,1.0,4,4,4,5.0,3
FN545893,2023-12-05 15:41:47.000,2023-12-05 15:42:30.000,1.0,2,3,2,1.0,4,7,4,2.0,4
MG451892,2023-12-05 15:49:04.000,2023-12-05 15:49:39.000,7.0,1,1,2,1.0,1,1,2,1.0,4
FA369774,2023-12-05 15:49:06.000,2023-12-05 15:50:33.000,7.0,1,1,2,1.0,2,2,1,1.0,3
FH276183,2023-12-05 15:51:44.000,2023-12-05 15:52:30.000,4.0,5,2,1,1.0,4,3,4,6.0,3
FN545893,2023-12-05 15:51:52.000,2023-12-05 15:52:42.000,4.0,6,2,1,1.0,4,3,4,6.0,3
MG451892,2023-12-05 15:59:05.000,2023-12-05 15:59:30.000,7.0,1,1,2,1.0,1,1,2,1.0,4
FA369774,2023-12-05 15:59:13.000,2023-12-05 16:00:32.000,7.0,1,1,2,1.0,2,2,2,1.0,2
FH276183,2023-12-05 16:01:42.000,2023-12-05 16:02:29.000,5.0,6,2,1,1.0,2,3,4,6.0,3
FN545893,2023-12-05 16:01:46.000,2023-12-05 16:02:29.000,6.0,4,1,1,1.0,3,3,3,4.0,2
